student_ID,month,submit_count,question_count,correct_count,correct_ratio,correct_percentage
g4l5baozrnfblxayrhox,2023-12,12,8,9,0.75,75.0
ec5zb47nxjbuzemc81p0,2023-09,41,19,18,0.439,43.9
ec5zb47nxjbuzemc81p0,2023-10,29,15,11,0.3793,37.93
ec5zb47nxjbuzemc81p0,2023-11,31,25,20,0.6452,64.52
ec5zb47nxjbuzemc81p0,2023-12,13,10,8,0.6154,61.54
rd4p70jwu852pbdjwl2d,2023-09,26,13,16,0.6154,61.54
rd4p70jwu852pbdjwl2d,2023-10,32,19,18,0.5625,56.25
rd4p70jwu852pbdjwl2d,2023-11,24,20,14,0.5833,58.33
rd4p70jwu852pbdjwl2d,2023-12,28,16,21,0.75,75.0
59bybxqvhton27u0jtfm,2023-09,26,16,10,0.3846,38.46
59bybxqvhton27u0jtfm,2023-10,24,16,9,0.375,37.5
59bybxqvhton27u0jtfm,2023-11,35,23,17,0.4857,48.57
59bybxqvhton27u0jtfm,2023-12,18,13,9,0.5,50.0
x7xh8m5fvmipvkav1cb4,2023-09,31,18,10,0.3226,32.26
x7xh8m5fvmipvkav1cb4,2023-10,25,17,13,0.52,52.0
x7xh8m5fvmipvkav1cb4,2023-11,37,21,24,0.6486,64.86
x7xh8m5fvmipvkav1cb4,2023-12,14,11,10,0.7143,71.43
ljylby8inwh5b93wkean,2023-09,38,18,20,0.5263,52.63
ljylby8inwh5b93wkean,2023-10,20,14,9,0.45,45.0
ljylby8inwh5b93wkean,2023-11,35,18,17,0.4857,48.57
ljylby8inwh5b93wkean,2023-12,14,10,9,0.6429,64.29
ygoahstwe9gz9w87qncs,2023-09,23,12,11,0.4783,47.83
ygoahstwe9gz9w87qncs,2023-10,29,18,12,0.4138,41.38
ygoahstwe9gz9w87qncs,2023-11,20,15,10,0.5,50.0
ygoahstwe9gz9w87qncs,2023-12,21,14,15,0.7143,71.43
xlp4p1b56hrhhyr2y3kd,2023-09,25,14,11,0.44,44.0
xlp4p1b56hrhhyr2y3kd,2023-10,26,17,13,0.5,50.0
xlp4p1b56hrhhyr2y3kd,2023-11,38,23,20,0.5263,52.63
xlp4p1b56hrhhyr2y3kd,2023-12,13,9,4,0.3077,30.77
me044us8pj1824r4dye2,2023-09,29,15,16,0.5517,55.17
me044us8pj1824r4dye2,2023-10,34,18,10,0.2941,29.41
me044us8pj1824r4dye2,2023-11,33,22,10,0.303,30.3
me044us8pj1824r4dye2,2023-12,21,15,12,0.5714,57.14
0lgtv09uoh3ova8sjbze,2023-09,25,15,13,0.52,52.0
0lgtv09uoh3ova8sjbze,2023-10,50,20,21,0.42,42.0
0lgtv09uoh3ova8sjbze,2023-11,23,16,11,0.4783,47.83
0lgtv09uoh3ova8sjbze,2023-12,21,19,12,0.5714,57.14
4e693829528e3e7de62a,2023-09,291,38,183,0.6289,62.89
4e693829528e3e7de62a,2023-10,97,16,74,0.7629,76.29
4e693829528e3e7de62a,2023-11,46,13,41,0.8913,89.13
4e693829528e3e7de62a,2023-12,133,28,100,0.7519,75.19
4aa8ff74dc576b7adbcd,2023-09,50,10,35,0.7,70.0
4aa8ff74dc576b7adbcd,2023-10,159,22,139,0.8742,87.42
4aa8ff74dc576b7adbcd,2023-11,11,8,10,0.9091,90.91
4aa8ff74dc576b7adbcd,2023-12,13,6,11,0.8462,84.62
792e3326f0d9f68389d9,2023-09,17,3,3,0.1765,17.65
792e3326f0d9f68389d9,2023-10,113,13,37,0.3274,32.74
792e3326f0d9f68389d9,2023-11,95,20,36,0.3789,37.89
792e3326f0d9f68389d9,2023-12,16,8,12,0.75,75.0
9b913075e93b2b788102,2023-09,44,10,9,0.2045,20.45
9b913075e93b2b788102,2023-10,76,18,31,0.4079,40.79
9b913075e93b2b788102,2023-11,8,2,3,0.375,37.5
9b913075e93b2b788102,2023-12,200,32,106,0.53,53.0
1c2aef3af32f6323a31d,2023-09,63,7,8,0.127,12.7
1c2aef3af32f6323a31d,2023-10,70,33,52,0.7429,74.29
1c2aef3af32f6323a31d,2023-12,3,2,3,1.0,100.0
9f0ce6d4cdf9d1772417,2023-09,8,6,5,0.625,62.5
9f0ce6d4cdf9d1772417,2023-10,27,14,21,0.7778,77.78
9f0ce6d4cdf9d1772417,2023-11,69,14,44,0.6377,63.77
9f0ce6d4cdf9d1772417,2023-12,12,6,8,0.6667,66.67
db0241cf536c2174d9ed,2023-09,15,4,4,0.2667,26.67
db0241cf536c2174d9ed,2023-10,18,7,8,0.4444,44.44
db0241cf536c2174d9ed,2023-11,96,21,58,0.6042,60.42
db0241cf536c2174d9ed,2023-12,8,6,8,1.0,100.0
2c27d4de6ae130e7e242,2023-09,85,8,22,0.2588,25.88
2c27d4de6ae130e7e242,2023-10,200,23,105,0.525,52.5
2c27d4de6ae130e7e242,2023-11,48,9,32,0.6667,66.67
2c27d4de6ae130e7e242,2023-12,6,3,6,1.0,100.0
2b3492096a4d12bb86cd,2023-10,19,4,13,0.6842,68.42
2b3492096a4d12bb86cd,2023-11,71,12,44,0.6197,61.97
2b3492096a4d12bb86cd,2023-12,16,6,11,0.6875,68.75
f8c2f04e8e116f0fd237,2023-09,4,1,1,0.25,25.0
f8c2f04e8e116f0fd237,2023-10,85,9,24,0.2824,28.24
f8c2f04e8e116f0fd237,2023-11,62,9,40,0.6452,64.52
f8c2f04e8e116f0fd237,2023-12,100,28,58,0.58,58.0
2a6394114c31a10dc92b,2023-09,91,13,40,0.4396,43.96
2a6394114c31a10dc92b,2023-10,125,17,61,0.488,48.8
2a6394114c31a10dc92b,2023-11,34,14,19,0.5588,55.88
2a6394114c31a10dc92b,2023-12,76,16,38,0.5,50.0
0559e9cf806dab4cc20d,2023-09,61,16,26,0.4262,42.62
0559e9cf806dab4cc20d,2023-10,108,22,65,0.6019,60.19
0559e9cf806dab4cc20d,2023-11,11,4,4,0.3636,36.36
6c14ce386a9cda72549c,2023-09,41,17,30,0.7317,73.17
6c14ce386a9cda72549c,2023-10,155,25,136,0.8774,87.74
6c14ce386a9cda72549c,2023-11,22,9,17,0.7727,77.27
2007f4965d2aa6064a25,2023-09,12,7,10,0.8333,83.33
2007f4965d2aa6064a25,2023-10,55,20,42,0.7636,76.36
2007f4965d2aa6064a25,2023-11,56,17,38,0.6786,67.86
6fa0b38bfd05105503a1,2023-09,1,1,1,1.0,100.0
6fa0b38bfd05105503a1,2023-10,124,24,52,0.4194,41.94
6fa0b38bfd05105503a1,2023-11,44,13,37,0.8409,84.09
3e4e608ace87fe97bdb5,2023-09,1,1,1,1.0,100.0
3e4e608ace87fe97bdb5,2023-10,41,24,33,0.8049,80.49
3e4e608ace87fe97bdb5,2023-11,55,11,42,0.7636,76.36
3e4e608ace87fe97bdb5,2023-12,8,3,3,0.375,37.5
d554e419f820fa5cb0ca,2023-09,15,5,5,0.3333,33.33
d554e419f820fa5cb0ca,2023-10,77,33,71,0.9221,92.21
b8d20bc2e0d3d86f5613,2023-09,27,15,22,0.8148,81.48
b8d20bc2e0d3d86f5613,2023-10,61,18,50,0.8197,81.97
b8d20bc2e0d3d86f5613,2023-11,23,7,14,0.6087,60.87
df62b7675d1fdb8e6b11,2023-09,56,29,51,0.9107,91.07
df62b7675d1fdb8e6b11,2023-10,42,11,36,0.8571,85.71
ff63c210b94623453b5f,2023-09,178,38,70,0.3933,39.33
ff63c210b94623453b5f,2023-10,7,4,4,0.5714,57.14
ff63c210b94623453b5f,2023-11,3,3,2,0.6667,66.67
ff63c210b94623453b5f,2023-12,14,3,4,0.2857,28.57
a2f48a796e250a14ff55,2023-09,240,38,128,0.5333,53.33
a2f48a796e250a14ff55,2023-10,3,3,3,1.0,100.0
a2f48a796e250a14ff55,2023-11,16,8,10,0.625,62.5
8975db410fd78d462688,2023-09,72,35,64,0.8889,88.89
8975db410fd78d462688,2023-10,26,6,24,0.9231,92.31
dac03bcbefc3a08c8b50,2023-10,22,15,15,0.6818,68.18
dac03bcbefc3a08c8b50,2023-11,34,21,19,0.5588,55.88
dac03bcbefc3a08c8b50,2023-12,18,5,5,0.2778,27.78
d7464b55181ef45e2d63,2023-09,121,16,38,0.314,31.4
d7464b55181ef45e2d63,2023-10,40,12,11,0.275,27.5
d7464b55181ef45e2d63,2023-11,15,13,14,0.9333,93.33
d7464b55181ef45e2d63,2023-12,1,1,1,1.0,100.0
663aff87732c52f0e342,2023-09,106,6,49,0.4623,46.23
663aff87732c52f0e342,2023-10,102,5,32,0.3137,31.37
663aff87732c52f0e342,2023-11,209,26,66,0.3158,31.58
663aff87732c52f0e342,2023-12,3,3,3,1.0,100.0
c3beec92b66ff78a6ba9,2023-09,31,9,17,0.5484,54.84
c3beec92b66ff78a6ba9,2023-10,43,9,11,0.2558,25.58
c3beec92b66ff78a6ba9,2023-11,98,23,46,0.4694,46.94
c3beec92b66ff78a6ba9,2023-12,3,2,1,0.3333,33.33
7535fe5ae754da62a534,2023-09,24,6,7,0.2917,29.17
7535fe5ae754da62a534,2023-10,17,12,17,1.0,100.0
7535fe5ae754da62a534,2023-11,46,20,30,0.6522,65.22
d9dfc134efd3826bdaed,2023-09,36,14,18,0.5,50.0
d9dfc134efd3826bdaed,2023-10,32,12,23,0.7188,71.88
d9dfc134efd3826bdaed,2023-11,7,5,7,1.0,100.0
d9dfc134efd3826bdaed,2023-12,29,13,27,0.931,93.1
e2ea6dbbe90983dbb208,2023-09,142,14,50,0.3521,35.21
e2ea6dbbe90983dbb208,2023-12,34,24,29,0.8529,85.29
6efd2d79656d1b056f72,2023-10,60,18,22,0.3667,36.67
6efd2d79656d1b056f72,2023-11,91,25,56,0.6154,61.54
6efd2d79656d1b056f72,2023-12,18,5,10,0.5556,55.56
d5067bceac0ffa5e4704,2023-10,29,13,14,0.4828,48.28
d5067bceac0ffa5e4704,2023-11,33,20,20,0.6061,60.61
d5067bceac0ffa5e4704,2023-12,10,5,7,0.7,70.0
ebe7a295f61c831b0093,2023-09,116,38,90,0.7759,77.59
ebe7a295f61c831b0093,2023-10,5,2,5,1.0,100.0
ebe7a295f61c831b0093,2023-12,1,1,1,1.0,100.0
fc916744a3bd5120978f,2023-09,10,4,5,0.5,50.0
fc916744a3bd5120978f,2023-10,89,34,69,0.7753,77.53
7c30aec52f13bebe07a6,2023-09,9,3,3,0.3333,33.33
7c30aec52f13bebe07a6,2023-10,32,15,23,0.7188,71.88
7c30aec52f13bebe07a6,2023-11,35,23,28,0.8,80.0
2d9a38c93e37bc475cb6,2023-09,96,34,66,0.6875,68.75
2d9a38c93e37bc475cb6,2023-10,11,4,4,0.3636,36.36
a1a127e2bf29c380819c,2023-09,81,38,70,0.8642,86.42
a1a127e2bf29c380819c,2023-10,2,2,2,1.0,100.0
2c7d02c44b47e3d24d52,2023-09,9,2,1,0.1111,11.11
2c7d02c44b47e3d24d52,2023-10,6,6,6,1.0,100.0
2c7d02c44b47e3d24d52,2023-11,58,31,44,0.7586,75.86
ce9dd8f1570caa0d6f5b,2023-10,111,16,30,0.2703,27.03
ce9dd8f1570caa0d6f5b,2023-11,80,22,29,0.3625,36.25
ce9dd8f1570caa0d6f5b,2023-12,28,7,7,0.25,25.0
7c039dde693a18f3a834,2023-10,66,19,34,0.5152,51.52
7c039dde693a18f3a834,2023-11,36,21,22,0.6111,61.11
7c039dde693a18f3a834,2023-12,14,4,4,0.2857,28.57
hjcfqm1yfzh8s77mo3ec,2023-09,35,18,17,0.4857,48.57
hjcfqm1yfzh8s77mo3ec,2023-10,39,19,23,0.5897,58.97
hjcfqm1yfzh8s77mo3ec,2023-11,17,10,12,0.7059,70.59
hjcfqm1yfzh8s77mo3ec,2023-12,14,12,9,0.6429,64.29
1hues7esy9erdsses6m0,2023-09,28,16,13,0.4643,46.43
1hues7esy9erdsses6m0,2023-10,36,21,20,0.5556,55.56
1hues7esy9erdsses6m0,2023-11,24,18,12,0.5,50.0
1hues7esy9erdsses6m0,2023-12,15,10,6,0.4,40.0
p58nsuk0hj5uh2xk2k9p,2023-09,34,16,16,0.4706,47.06
p58nsuk0hj5uh2xk2k9p,2023-10,28,17,15,0.5357,53.57
p58nsuk0hj5uh2xk2k9p,2023-11,27,18,15,0.5556,55.56
p58nsuk0hj5uh2xk2k9p,2023-12,10,7,6,0.6,60.0
5l1b1ma70rilf7mojch5,2023-09,31,19,18,0.5806,58.06
5l1b1ma70rilf7mojch5,2023-10,43,25,22,0.5116,51.16
5l1b1ma70rilf7mojch5,2023-11,23,13,12,0.5217,52.17
5l1b1ma70rilf7mojch5,2023-12,17,14,12,0.7059,70.59
zylvq01zq0hxavbvsd2f,2023-09,45,22,27,0.6,60.0
zylvq01zq0hxavbvsd2f,2023-10,42,23,25,0.5952,59.52
zylvq01zq0hxavbvsd2f,2023-11,20,15,10,0.5,50.0
zylvq01zq0hxavbvsd2f,2023-12,9,9,7,0.7778,77.78
4ycyhj8tyx2b17fcx29j,2023-09,37,19,18,0.4865,48.65
4ycyhj8tyx2b17fcx29j,2023-10,44,26,27,0.6136,61.36
4ycyhj8tyx2b17fcx29j,2023-11,19,15,13,0.6842,68.42
4ycyhj8tyx2b17fcx29j,2023-12,13,8,9,0.6923,69.23
n1nh33yq3nhwt4mx36yc,2023-09,34,23,22,0.6471,64.71
n1nh33yq3nhwt4mx36yc,2023-10,28,18,18,0.6429,64.29
n1nh33yq3nhwt4mx36yc,2023-11,29,18,18,0.6207,62.07
n1nh33yq3nhwt4mx36yc,2023-12,16,10,13,0.8125,81.25
jtbq3gkfw2tcsjvfwm56,2023-09,31,18,21,0.6774,67.74
jtbq3gkfw2tcsjvfwm56,2023-10,37,25,22,0.5946,59.46
jtbq3gkfw2tcsjvfwm56,2023-11,22,14,14,0.6364,63.64
jtbq3gkfw2tcsjvfwm56,2023-12,16,10,9,0.5625,56.25
oriig6s6fmvi4f7mxamy,2023-09,36,18,19,0.5278,52.78
oriig6s6fmvi4f7mxamy,2023-10,41,26,23,0.561,56.1
oriig6s6fmvi4f7mxamy,2023-11,27,15,16,0.5926,59.26
oriig6s6fmvi4f7mxamy,2023-12,8,7,5,0.625,62.5
i3b6qk80m9jqwgft968o,2023-09,25,15,16,0.64,64.0
i3b6qk80m9jqwgft968o,2023-10,41,26,18,0.439,43.9
i3b6qk80m9jqwgft968o,2023-11,15,13,10,0.6667,66.67
i3b6qk80m9jqwgft968o,2023-12,22,10,15,0.6818,68.18
2svwdpmdpjsdzafekntw,2023-09,24,14,13,0.5417,54.17
2svwdpmdpjsdzafekntw,2023-10,31,20,16,0.5161,51.61
2svwdpmdpjsdzafekntw,2023-11,25,16,16,0.64,64.0
2svwdpmdpjsdzafekntw,2023-12,7,6,4,0.5714,57.14
81kmylu471y1njt1pin3,2023-09,33,18,16,0.4848,48.48
81kmylu471y1njt1pin3,2023-10,42,22,19,0.4524,45.24
81kmylu471y1njt1pin3,2023-11,25,17,10,0.4,40.0
81kmylu471y1njt1pin3,2023-12,18,14,10,0.5556,55.56
e9vzigim3qs88f721ohz,2023-09,35,21,19,0.5429,54.29
e9vzigim3qs88f721ohz,2023-10,38,23,24,0.6316,63.16
e9vzigim3qs88f721ohz,2023-11,21,15,11,0.5238,52.38
e9vzigim3qs88f721ohz,2023-12,12,9,6,0.5,50.0
8rsw4xhmff15occogf32,2023-09,40,20,22,0.55,55.0
8rsw4xhmff15occogf32,2023-10,38,26,26,0.6842,68.42
8rsw4xhmff15occogf32,2023-11,25,18,11,0.44,44.0
8rsw4xhmff15occogf32,2023-12,19,11,8,0.4211,42.11
siv6gzi7una85o8fzrwi,2023-09,36,18,19,0.5278,52.78
siv6gzi7una85o8fzrwi,2023-10,32,19,16,0.5,50.0
siv6gzi7una85o8fzrwi,2023-11,28,21,17,0.6071,60.71
siv6gzi7una85o8fzrwi,2023-12,12,9,5,0.4167,41.67
ti44fbogdeqbfflbizj7,2023-09,31,15,17,0.5484,54.84
ti44fbogdeqbfflbizj7,2023-10,32,21,20,0.625,62.5
ti44fbogdeqbfflbizj7,2023-11,20,15,12,0.6,60.0
ti44fbogdeqbfflbizj7,2023-12,16,12,12,0.75,75.0
5rxl72n8rmnxwrxcss0q,2023-09,25,17,15,0.6,60.0
5rxl72n8rmnxwrxcss0q,2023-10,38,23,22,0.5789,57.89
5rxl72n8rmnxwrxcss0q,2023-11,28,18,20,0.7143,71.43
5rxl72n8rmnxwrxcss0q,2023-12,7,6,6,0.8571,85.71
tbypawuj167ycyvg8sc2,2023-09,31,18,17,0.5484,54.84
tbypawuj167ycyvg8sc2,2023-10,38,24,16,0.4211,42.11
tbypawuj167ycyvg8sc2,2023-11,32,21,18,0.5625,56.25
tbypawuj167ycyvg8sc2,2023-12,6,6,5,0.8333,83.33
10xnkvdetxarrkdhx4i9,2023-09,29,16,14,0.4828,48.28
10xnkvdetxarrkdhx4i9,2023-10,38,21,20,0.5263,52.63
10xnkvdetxarrkdhx4i9,2023-11,21,17,15,0.7143,71.43
10xnkvdetxarrkdhx4i9,2023-12,13,11,8,0.6154,61.54
s8uk59p9w5ck47wlw3ea,2023-09,28,20,15,0.5357,53.57
s8uk59p9w5ck47wlw3ea,2023-10,37,22,22,0.5946,59.46
s8uk59p9w5ck47wlw3ea,2023-11,23,13,8,0.3478,34.78
s8uk59p9w5ck47wlw3ea,2023-12,9,7,7,0.7778,77.78
y0bdtutppfdzzttzq8dy,2023-09,26,12,12,0.4615,46.15
y0bdtutppfdzzttzq8dy,2023-10,42,23,23,0.5476,54.76
y0bdtutppfdzzttzq8dy,2023-11,15,11,10,0.6667,66.67
y0bdtutppfdzzttzq8dy,2023-12,13,11,12,0.9231,92.31
ipd72mytvphpd9tcejgb,2023-09,39,21,21,0.5385,53.85
ipd72mytvphpd9tcejgb,2023-10,37,22,24,0.6486,64.86
ipd72mytvphpd9tcejgb,2023-11,18,12,10,0.5556,55.56
ipd72mytvphpd9tcejgb,2023-12,12,7,5,0.4167,41.67
0dapvs3h4h3h1ahmt2o8,2023-09,43,22,19,0.4419,44.19
0dapvs3h4h3h1ahmt2o8,2023-10,43,27,27,0.6279,62.79
0dapvs3h4h3h1ahmt2o8,2023-11,21,16,10,0.4762,47.62
0dapvs3h4h3h1ahmt2o8,2023-12,11,10,5,0.4545,45.45
95jqkrj6zv7qf1wz1p8e,2023-09,28,18,13,0.4643,46.43
95jqkrj6zv7qf1wz1p8e,2023-10,32,18,22,0.6875,68.75
95jqkrj6zv7qf1wz1p8e,2023-11,28,16,13,0.4643,46.43
95jqkrj6zv7qf1wz1p8e,2023-12,14,13,9,0.6429,64.29
jivt017uwst4sg4fqlek,2023-09,36,19,20,0.5556,55.56
jivt017uwst4sg4fqlek,2023-10,32,19,16,0.5,50.0
jivt017uwst4sg4fqlek,2023-11,26,15,15,0.5769,57.69
jivt017uwst4sg4fqlek,2023-12,8,8,5,0.625,62.5
9jq31h6i3ny1lx0mx89e,2023-09,53,22,24,0.4528,45.28
9jq31h6i3ny1lx0mx89e,2023-10,47,24,26,0.5532,55.32
9jq31h6i3ny1lx0mx89e,2023-11,28,17,15,0.5357,53.57
9jq31h6i3ny1lx0mx89e,2023-12,8,7,6,0.75,75.0
cm2celd9hmos24j2a5cg,2023-09,31,19,23,0.7419,74.19
cm2celd9hmos24j2a5cg,2023-10,33,23,24,0.7273,72.73
cm2celd9hmos24j2a5cg,2023-11,18,12,5,0.2778,27.78
cm2celd9hmos24j2a5cg,2023-12,6,5,4,0.6667,66.67
wmes720kojsggeq71m5y,2023-09,41,18,18,0.439,43.9
wmes720kojsggeq71m5y,2023-10,38,24,18,0.4737,47.37
wmes720kojsggeq71m5y,2023-11,21,14,12,0.5714,57.14
wmes720kojsggeq71m5y,2023-12,16,11,10,0.625,62.5
8nqoz5k93j7it8w0muhl,2023-09,27,15,16,0.5926,59.26
8nqoz5k93j7it8w0muhl,2023-10,40,21,26,0.65,65.0
8nqoz5k93j7it8w0muhl,2023-11,30,16,16,0.5333,53.33
8nqoz5k93j7it8w0muhl,2023-12,15,11,9,0.6,60.0
6qp85ufr2o1zg8k0cvtb,2023-09,26,18,16,0.6154,61.54
6qp85ufr2o1zg8k0cvtb,2023-10,39,21,21,0.5385,53.85
6qp85ufr2o1zg8k0cvtb,2023-11,16,12,11,0.6875,68.75
6qp85ufr2o1zg8k0cvtb,2023-12,9,8,8,0.8889,88.89
5zczdtyecu2w495j80xv,2023-09,33,20,23,0.697,69.7
5zczdtyecu2w495j80xv,2023-10,35,20,20,0.5714,57.14
5zczdtyecu2w495j80xv,2023-11,21,14,10,0.4762,47.62
5zczdtyecu2w495j80xv,2023-12,13,11,8,0.6154,61.54
bt192zri52uj2flwikrw,2023-09,40,17,21,0.525,52.5
bt192zri52uj2flwikrw,2023-10,42,27,21,0.5,50.0
bt192zri52uj2flwikrw,2023-11,15,11,12,0.8,80.0
bt192zri52uj2flwikrw,2023-12,9,7,4,0.4444,44.44
qol4cum3ewnz45dzpijx,2023-09,38,19,23,0.6053,60.53
qol4cum3ewnz45dzpijx,2023-10,34,20,21,0.6176,61.76
qol4cum3ewnz45dzpijx,2023-11,20,15,9,0.45,45.0
qol4cum3ewnz45dzpijx,2023-12,10,8,9,0.9,90.0
k8d21tlgxmu6i35atvub,2023-09,35,19,17,0.4857,48.57
k8d21tlgxmu6i35atvub,2023-10,40,19,26,0.65,65.0
k8d21tlgxmu6i35atvub,2023-11,24,15,13,0.5417,54.17
k8d21tlgxmu6i35atvub,2023-12,13,12,6,0.4615,46.15
vd2j77wynysztt2wbv2v,2023-09,27,16,16,0.5926,59.26
vd2j77wynysztt2wbv2v,2023-10,31,23,21,0.6774,67.74
vd2j77wynysztt2wbv2v,2023-11,22,15,8,0.3636,36.36
vd2j77wynysztt2wbv2v,2023-12,6,5,4,0.6667,66.67
119b36a5797d5ce69625,2023-10,94,28,55,0.5851,58.51
119b36a5797d5ce69625,2023-11,23,11,18,0.7826,78.26
119b36a5797d5ce69625,2023-12,13,6,7,0.5385,53.85
ee07cc24589beb775d33,2023-10,149,38,105,0.7047,70.47
ee07cc24589beb775d33,2023-12,1,1,1,1.0,100.0
44c7cf3881ae07f7fb3e,2023-10,100,19,36,0.36,36.0
44c7cf3881ae07f7fb3e,2023-11,17,11,13,0.7647,76.47
44c7cf3881ae07f7fb3e,2023-12,22,15,21,0.9545,95.45
c681117f7f586fd730bb,2023-10,2,1,1,0.5,50.0
c681117f7f586fd730bb,2023-11,24,14,23,0.9583,95.83
c681117f7f586fd730bb,2023-12,107,23,73,0.6822,68.22
1cfe33c5b178a0c2367f,2023-10,27,9,14,0.5185,51.85
1cfe33c5b178a0c2367f,2023-11,26,7,24,0.9231,92.31
1cfe33c5b178a0c2367f,2023-12,38,22,23,0.6053,60.53
6496d6268092ef8e7e9d,2023-10,6,1,1,0.1667,16.67
6496d6268092ef8e7e9d,2023-11,71,20,25,0.3521,35.21
6496d6268092ef8e7e9d,2023-12,73,19,44,0.6027,60.27
00cbf05221bb479e66c3,2023-09,35,6,8,0.2286,22.86
00cbf05221bb479e66c3,2023-10,47,13,25,0.5319,53.19
00cbf05221bb479e66c3,2023-11,18,7,11,0.6111,61.11
00cbf05221bb479e66c3,2023-12,48,13,24,0.5,50.0
5963ba5cd9d242a00e22,2023-10,79,10,18,0.2278,22.78
5963ba5cd9d242a00e22,2023-11,30,13,17,0.5667,56.67
5963ba5cd9d242a00e22,2023-12,22,15,15,0.6818,68.18
9a630f9e9f4ec26d8fcd,2023-09,32,9,11,0.3438,34.38
9a630f9e9f4ec26d8fcd,2023-10,41,17,32,0.7805,78.05
9a630f9e9f4ec26d8fcd,2023-11,12,5,11,0.9167,91.67
9a630f9e9f4ec26d8fcd,2023-12,12,10,12,1.0,100.0
21e23771e52cb5291b19,2023-09,12,2,0,0.0,0.0
21e23771e52cb5291b19,2023-10,147,14,59,0.4014,40.14
21e23771e52cb5291b19,2023-11,67,16,31,0.4627,46.27
21e23771e52cb5291b19,2023-12,50,12,15,0.3,30.0
9c48779f6e97be993771,2023-09,1,1,1,1.0,100.0
9c48779f6e97be993771,2023-10,74,25,38,0.5135,51.35
9c48779f6e97be993771,2023-11,77,14,52,0.6753,67.53
9795edf22e930bc30fa4,2023-10,86,19,70,0.814,81.4
9795edf22e930bc30fa4,2023-11,71,12,50,0.7042,70.42
9795edf22e930bc30fa4,2023-12,43,8,30,0.6977,69.77
bf07cdd92f1ff3197397,2023-09,69,11,27,0.3913,39.13
bf07cdd92f1ff3197397,2023-10,66,19,30,0.4545,45.45
bf07cdd92f1ff3197397,2023-11,28,9,16,0.5714,57.14
bf07cdd92f1ff3197397,2023-12,5,1,1,0.2,20.0
7742559d8e833fbcd326,2023-10,167,38,89,0.5329,53.29
7742559d8e833fbcd326,2023-11,1,1,1,1.0,100.0
8a45d6748ec853f7694c,2023-10,44,9,30,0.6818,68.18
8a45d6748ec853f7694c,2023-11,59,17,26,0.4407,44.07
8a45d6748ec853f7694c,2023-12,28,12,22,0.7857,78.57
d3e269bf68d51851097c,2023-09,26,8,9,0.3462,34.62
d3e269bf68d51851097c,2023-10,133,28,87,0.6541,65.41
d3e269bf68d51851097c,2023-11,12,5,8,0.6667,66.67
8f1ddd99ac8c59bbd788,2023-10,34,26,27,0.7941,79.41
8f1ddd99ac8c59bbd788,2023-11,66,10,57,0.8636,86.36
8f1ddd99ac8c59bbd788,2023-12,15,4,9,0.6,60.0
03b463f52c0fff35433b,2023-10,15,9,12,0.8,80.0
03b463f52c0fff35433b,2023-11,25,10,18,0.72,72.0
03b463f52c0fff35433b,2023-12,22,19,21,0.9545,95.45
b7f42d4b51972267680e,2023-10,37,12,26,0.7027,70.27
b7f42d4b51972267680e,2023-11,117,18,101,0.8632,86.32
b7f42d4b51972267680e,2023-12,32,11,21,0.6562,65.62
a1d00fdd7660b7e88077,2023-09,6,3,3,0.5,50.0
a1d00fdd7660b7e88077,2023-10,70,17,58,0.8286,82.86
a1d00fdd7660b7e88077,2023-11,5,5,5,1.0,100.0
a1d00fdd7660b7e88077,2023-12,24,13,22,0.9167,91.67
ac7214620207dfdd149d,2023-10,8,8,8,1.0,100.0
ac7214620207dfdd149d,2023-11,33,25,27,0.8182,81.82
ac7214620207dfdd149d,2023-12,16,6,7,0.4375,43.75
117ee98c7f916c88ddbb,2023-10,81,18,25,0.3086,30.86
117ee98c7f916c88ddbb,2023-11,72,16,58,0.8056,80.56
117ee98c7f916c88ddbb,2023-12,7,6,6,0.8571,85.71
91439fcb2590c49dd20d,2023-10,34,18,18,0.5294,52.94
91439fcb2590c49dd20d,2023-11,33,13,20,0.6061,60.61
91439fcb2590c49dd20d,2023-12,16,8,10,0.625,62.5
53d51965c40a54cff1a0,2023-09,2,1,1,0.5,50.0
53d51965c40a54cff1a0,2023-10,92,35,70,0.7609,76.09
53d51965c40a54cff1a0,2023-11,3,2,3,1.0,100.0
53d51965c40a54cff1a0,2023-12,1,1,1,1.0,100.0
efd58fbebca61c41c881,2023-10,10,10,10,1.0,100.0
efd58fbebca61c41c881,2023-11,11,11,11,1.0,100.0
efd58fbebca61c41c881,2023-12,17,15,17,1.0,100.0
be75e05b9db5efb1258a,2023-10,27,20,23,0.8519,85.19
be75e05b9db5efb1258a,2023-11,51,12,46,0.902,90.2
be75e05b9db5efb1258a,2023-12,7,7,7,1.0,100.0
a337d5368b0d110803b1,2023-10,31,13,19,0.6129,61.29
a337d5368b0d110803b1,2023-11,27,13,15,0.5556,55.56
a337d5368b0d110803b1,2023-12,16,12,12,0.75,75.0
204a7d6db340a3c18ca7,2023-10,21,17,19,0.9048,90.48
204a7d6db340a3c18ca7,2023-11,13,8,12,0.9231,92.31
204a7d6db340a3c18ca7,2023-12,18,13,14,0.7778,77.78
97442da123c449f6a146,2023-10,24,10,14,0.5833,58.33
97442da123c449f6a146,2023-11,60,16,30,0.5,50.0
